지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
102,백령도,5/18/2017,17.3,14.8,21.1,,7,73.3
102,백령도,5/19/2017,17.7,15.6,21.2,,7.3,66.3
102,백령도,5/20/2017,17.9,15.6,21.8,,4.5,61.6
102,백령도,5/21/2017,19.3,15.8,24.1,,3.7,57.1
102,백령도,5/22/2017,19,15.2,24.8,,3.8,69.3
102,백령도,5/23/2017,15.5,11.6,19.1,0,3.3,91.1
102,백령도,5/24/2017,17,11.9,22.4,,3.6,69.6
102,백령도,5/25/2017,14.6,11.5,18.5,,6,65.1
102,백령도,5/26/2017,14.5,10.6,17.6,,5.1,55.5
102,백령도,5/27/2017,17.7,14,20.8,,4.5,44
102,백령도,5/28/2017,18.2,13.7,24.1,,4.2,76.1
102,백령도,5/29/2017,17.6,14.1,24.4,,3,83.8
102,백령도,5/30/2017,18,14.9,22.1,,4.2,84.9
102,백령도,5/31/2017,16.8,13.7,20.9,0,3.3,92
102,백령도,6/1/2017,16.6,13.3,20.1,,3.9,75.4
102,백령도,6/2/2017,14.3,12.3,17.4,0,2.6,67.6
102,백령도,6/3/2017,15.3,11.7,17.9,,4.5,75.6
102,백령도,6/4/2017,18.2,14.5,22.5,,5.1,59.5
102,백령도,6/5/2017,19.8,16,25.6,,2.4,48.8
102,백령도,6/6/2017,15.6,13.2,21,10,4.6,81.4
102,백령도,6/7/2017,14.9,12.8,17.1,1.8,5.5,93.9
102,백령도,6/8/2017,18,15.1,21.7,,8.1,89.8
102,백령도,6/9/2017,20,16.5,24.2,,8.8,76.3
102,백령도,6/10/2017,19.3,15.7,22.9,0,2.5,29.3
102,백령도,6/11/2017,19.5,16,23,0,2.6,37
102,백령도,6/12/2017,18.1,16,20.9,0,5,67.5
102,백령도,6/13/2017,18.6,16.1,21.5,0,3.7,92.6
102,백령도,6/14/2017,19.6,16,23.9,,4.9,82.6
102,백령도,6/15/2017,21.6,19.2,25.4,,6.5,75.5
102,백령도,6/16/2017,18.3,16.3,23.1,0,7.1,95
102,백령도,6/17/2017,20.3,17.7,24.7,,4.5,89.1
102,백령도,6/18/2017,20.4,17.7,24.2,,5.6,91.1
102,백령도,6/19/2017,19.9,17.3,22.8,,3.8,89.6
102,백령도,6/20/2017,21.2,15.2,26.3,,3.3,69.5
102,백령도,6/21/2017,21.1,18.1,24.8,,3.7,89.3
102,백령도,6/22/2017,22.3,19.5,26.5,,3,88.9
102,백령도,6/23/2017,21.5,19,24,0,2.6,85.3
102,백령도,6/24/2017,22.2,19,25.4,0,1.5,68.5
102,백령도,6/25/2017,22.1,18.6,27.5,,2.4,77.8
102,백령도,6/26/2017,21.8,18.2,27.1,,3.1,80.5
102,백령도,6/27/2017,22.7,19.9,27.5,,3,84.4
102,백령도,6/28/2017,22.4,19.1,29,,3.7,90.1
102,백령도,6/29/2017,22.1,18.8,28.4,,4.3,93.1
102,백령도,6/30/2017,23.4,21.1,27.7,,3.3,90
102,백령도,7/1/2017,23,20.7,26.3,,3.4,89.9
102,백령도,7/2/2017,22.9,20.4,24.1,1,3.4,97
102,백령도,7/3/2017,23.9,22.2,26.3,0,3.5,96.3
102,백령도,7/4/2017,24.1,21.7,26.9,,2.4,89.8
102,백령도,7/5/2017,25.1,21.8,31.1,,2.1,87
102,백령도,7/6/2017,23.5,21.1,28.1,0,3.4,93.5
102,백령도,7/7/2017,23.6,21.4,25.2,25.5,5.8,97
102,백령도,7/8/2017,24.8,23,28,1.1,5.1,96.5
102,백령도,7/9/2017,24.4,22.4,27,21.9,4.2,96.3
102,백령도,7/10/2017,23.6,22.2,26.3,14.8,3.6,96.6
102,백령도,7/11/2017,24.3,22.4,27.1,,3.7,96.6
102,백령도,7/12/2017,24.6,23,26.1,,4.8,96.5
102,백령도,7/13/2017,23.9,21.6,26.7,0,4,96.3
102,백령도,7/14/2017,24.3,21.9,27.4,0,5.2,95.3
102,백령도,7/15/2017,24.1,20.9,28.9,0.4,4.1,96
102,백령도,7/16/2017,23.9,22.7,27.9,0,3,96.4
102,백령도,7/17/2017,23.5,22,26.3,0,3.9,96.4
102,백령도,7/18/2017,25.7,22.9,31,,2.4,93.1
102,백령도,7/19/2017,25.1,23.4,29.7,,3.2,96
102,백령도,7/20/2017,25.4,22.8,29.8,0,4.3,96.4
102,백령도,7/21/2017,27.4,25.8,31.8,,5.1,96.1
102,백령도,7/22/2017,27.6,26.3,30.7,2.5,4.4,96.8
102,백령도,7/23/2017,25.7,22.8,28.8,0.2,2.8,93.9
102,백령도,7/24/2017,23.4,21.1,25.4,12.5,2,96.5
102,백령도,7/25/2017,23.9,22.1,26.1,,2.3,85
102,백령도,7/26/2017,24.5,23.1,26.6,,5.4,91.4
102,백령도,7/27/2017,24.3,22,25.9,8.2,3.1,95.8
102,백령도,7/28/2017,22.6,20.7,24.9,0.1,1.5,95
102,백령도,7/29/2017,24.7,21.5,28.4,0.1,1.8,91.9
102,백령도,7/30/2017,23.7,21.7,25.7,1.5,1.7,90.8
102,백령도,7/31/2017,23.5,21.9,25.4,0,4.3,95.1
102,백령도,8/1/2017,25.5,22.7,28.6,0,4.2,90.3
102,백령도,8/2/2017,27.1,24.3,31.3,,3.6,87.8
102,백령도,8/3/2017,25.8,24.3,29,,4.4,95
102,백령도,8/4/2017,25.3,24.6,26.6,0.1,5,96.8
102,백령도,8/5/2017,26.1,24.2,29.8,0,2.8,91.4
102,백령도,8/6/2017,27.7,25.1,31,0.3,2.1,84.5
102,백령도,8/7/2017,25.9,22.6,28.2,0.7,3.7,91.6
102,백령도,8/8/2017,26.2,24.2,30.3,,2.2,90.1
102,백령도,8/9/2017,25.3,22.4,28.8,,1.9,84
102,백령도,8/10/2017,25.8,22.8,30.2,,1.9,82
102,백령도,8/11/2017,25.2,22.3,29.6,,2.5,85.6
102,백령도,8/12/2017,24.8,23.1,27.5,,4.7,86.8
102,백령도,8/13/2017,24,22.3,25.2,0,6.3,91.1
102,백령도,8/14/2017,23.7,21.7,25.5,0,7.3,82.3
102,백령도,8/15/2017,21,20,23.4,29.5,4,96.8
102,백령도,8/16/2017,20.9,19.9,22.9,1,2.3,96.9
102,백령도,8/17/2017,22.5,20.7,25.9,1.3,1.5,94.9
102,백령도,8/18/2017,23.8,21.5,26.6,,3,93.5
102,백령도,8/19/2017,23.4,22.5,25.3,0,4.5,96.9
102,백령도,8/20/2017,22.2,20.7,23.9,44.2,6.1,97
102,백령도,8/21/2017,23.6,22.5,25.8,0.6,4.3,96
102,백령도,8/22/2017,25.1,23.4,29.5,0,3.2,91.9
102,백령도,8/23/2017,25.1,23.1,26.5,11,6.7,97
102,백령도,8/24/2017,24.5,23.1,25.8,24,5.8,94.9
102,백령도,8/25/2017,24.3,21.5,27.4,,4,69.6
102,백령도,8/26/2017,24.1,21.6,27.3,,2.8,40.5
102,백령도,8/27/2017,22.7,20.9,25.1,0,1.9,53.3
102,백령도,8/28/2017,19.4,17.1,22.4,13.6,3.6,90.1
102,백령도,8/29/2017,18.5,17.5,20.5,,2.7,40.3
102,백령도,8/30/2017,21.1,18.5,23.5,,5.9,78.4
102,백령도,8/31/2017,20.9,18.2,23.3,,2.4,60.6
102,백령도,9/1/2017,21.8,18.3,26,,2.4,63.3
102,백령도,9/2/2017,21.7,19.1,24.6,,2.2,81.1
102,백령도,9/3/2017,22.3,19.5,26.1,,1.9,82.5
102,백령도,9/4/2017,22.1,19.9,25.9,,1.9,86.1
102,백령도,9/5/2017,21.7,20.1,24.1,0,2.6,85
102,백령도,9/6/2017,20.4,18.2,21.6,1.2,3.8,94.1
102,백령도,9/7/2017,22.3,20.5,24.6,,3.7,94.9
102,백령도,9/8/2017,23.1,20.9,27.4,,2.7,92.3
102,백령도,9/9/2017,22.1,20.1,25.8,,2.9,93.5
102,백령도,9/10/2017,20.9,19.5,22.3,0.6,2.4,96.6
102,백령도,9/11/2017,20.4,16.7,23.9,2.4,3.3,90.4
102,백령도,9/12/2017,20.8,18.5,23.2,,3.6,72.1
102,백령도,9/13/2017,19.6,17.8,22.5,,2.3,70.8
102,백령도,9/14/2017,20,17.2,23.4,,2.4,81.6
102,백령도,9/15/2017,20.6,18.5,23.6,,4.3,65
102,백령도,9/16/2017,20.3,17.8,24.4,,3.5,65.8
102,백령도,9/17/2017,20,17.4,23.2,,2.8,80.9
102,백령도,9/18/2017,21.5,18.8,24.1,,4.5,89.4
102,백령도,9/19/2017,22,18.5,25.4,0,5.1,89.8
102,백령도,9/20/2017,19,17.3,21.5,,2.3,61.9
102,백령도,9/21/2017,20.5,17.9,24.2,,2.3,62.3
102,백령도,9/22/2017,20.3,17.1,22.6,,5,88
102,백령도,9/23/2017,20.6,18.1,23.6,,1.8,67.3
102,백령도,9/24/2017,19.7,17.2,24.4,0,4.7,90
102,백령도,9/25/2017,20.8,17.4,23.9,,2.9,72.3
102,백령도,9/26/2017,21,19.6,24.1,0,3.1,85.8
102,백령도,9/27/2017,18.7,17.9,20.4,0,2.2,76.8
102,백령도,9/28/2017,17.4,15.7,19.5,,5.4,50.8
102,백령도,9/29/2017,18.3,14.9,20.9,,5.6,57.8
102,백령도,9/30/2017,20.9,19.4,23.7,,6,90.5
102,백령도,10/1/2017,18.2,16.2,20,0,5.7,88.5
102,백령도,10/2/2017,17.7,14.8,20.6,,2.7,71.3
102,백령도,10/3/2017,14.7,13.7,16.2,,3.3,43.5
102,백령도,10/4/2017,14,12.7,15.9,,3.3,37.4
102,백령도,10/5/2017,15.3,11.5,17.4,0,3.1,68.5
102,백령도,10/6/2017,17.3,15.1,21.5,0,2.3,87.8
102,백령도,10/7/2017,18.2,16.3,21.2,,2,87.6
102,백령도,10/8/2017,19.4,16.9,22.7,0,1.5,74.3
102,백령도,10/9/2017,19.5,17.2,23.2,0,2.6,90.6
102,백령도,10/10/2017,17.7,13.9,20.2,0.1,4.7,97
102,백령도,10/11/2017,12.5,11.2,14.2,9.4,4.2,74.1
102,백령도,10/12/2017,12.2,11.1,14.3,,2.3,50.5
102,백령도,10/13/2017,14.1,11.7,16.8,,2.9,52.4
102,백령도,10/14/2017,14.9,12.9,18.3,,2.4,50.1
102,백령도,10/15/2017,14.5,11.1,17.4,,2.9,45.3
102,백령도,10/16/2017,15,13.4,17.6,,2.1,57.9
102,백령도,10/17/2017,14.2,11.6,16.9,,2.3,53.5
102,백령도,10/18/2017,14.9,13.3,16.3,0,4.6,76
102,백령도,10/19/2017,14.9,13.1,18.9,,2.6,85.5
102,백령도,10/20/2017,15.4,13.6,18.2,,2.1,84.6
102,백령도,10/21/2017,15.8,13.8,18.8,,1.9,88.8
102,백령도,10/22/2017,15.3,13.5,18.1,,2.2,88.5
102,백령도,10/23/2017,13.4,11.6,17.3,0,3.5,66.6
102,백령도,10/24/2017,13.5,11.4,16,,2.5,65.1
102,백령도,10/25/2017,14,11.3,16.5,,2.5,66.4
102,백령도,10/26/2017,14.5,13.2,18,,1.8,83.9
102,백령도,10/27/2017,15.3,13.4,18.3,,1.7,84.9
102,백령도,10/28/2017,15.6,13,19.7,,2,77.6
102,백령도,10/29/2017,9.5,7.7,15.3,0,5.7,52.3
102,백령도,10/30/2017,9.2,6.9,11.6,,3.5,44.9
102,백령도,10/31/2017,13.2,9.8,14.8,,4.8,57
102,백령도,11/1/2017,14.4,13,16.8,,5.1,77
102,백령도,11/2/2017,15,13,17.9,0,3.9,90.4
102,백령도,11/3/2017,8.9,5.8,15.3,0.2,5.1,61.9
102,백령도,11/4/2017,7.6,5.3,9.7,,3.6,50.5
102,백령도,11/5/2017,11.3,9.6,14,,4.1,56.4
102,백령도,11/6/2017,12.9,11.8,15,,4.4,81.3
102,백령도,11/7/2017,14,12,14.6,0,4.5,95
102,백령도,11/8/2017,10.5,8.8,14.2,,4.3,57.9
102,백령도,11/9/2017,9.9,7.4,12.8,,2.7,55.4
102,백령도,11/10/2017,10.2,7.3,13.7,3.2,6.1,73.5
102,백령도,11/11/2017,6.6,5.8,8.6,,3,53.6
102,백령도,11/12/2017,9,6.1,11.9,,2.8,60.6
102,백령도,11/13/2017,12.1,10.6,14.2,0.1,5.7,67.5
102,백령도,11/14/2017,7.3,5.6,10.8,,6.3,35.5
102,백령도,11/15/2017,4,2.2,6,,6.1,38
102,백령도,11/16/2017,2.9,0,5.2,,2.6,46.9
102,백령도,11/17/2017,4.6,1,7.9,0,5.1,71.9
102,백령도,11/18/2017,-0.9,-2.1,1,0,4.1,53.5
102,백령도,11/19/2017,1,-2.5,3.5,0.2,3.8,61.5
102,백령도,11/20/2017,3.5,1.6,6.7,0.3,3.3,65.8
102,백령도,11/21/2017,6.4,2.3,9.9,,4.2,68.9
102,백령도,11/22/2017,6.2,3.6,10,,5.8,51.6
102,백령도,11/23/2017,3.4,1.2,4.7,0.3,8.5,44.1
102,백령도,11/24/2017,2.4,0,3.8,0.4,5.1,49.9
102,백령도,11/25/2017,7.8,2.4,10.7,0,6.5,46.4
102,백령도,11/26/2017,3,1.4,8,0.6,3.1,69.5
102,백령도,11/27/2017,3.8,1.3,6.8,,2.6,58
102,백령도,11/28/2017,7.4,4.1,10.3,2.1,3.8,85.8
102,백령도,11/29/2017,-0.3,-1.4,5.3,,3.5,57
102,백령도,11/30/2017,-1.4,-2.1,0,,4.5,48.6
102,백령도,12/1/2017,0.8,-2.6,4,0,4.4,52.3
102,백령도,12/2/2017,6.1,0.7,8.7,0,5.7,54.9
102,백령도,12/3/2017,6.5,3.7,8.8,0.8,4.1,64.6
102,백령도,12/4/2017,-1.6,-3,3.7,0,5,49.3
102,백령도,12/5/2017,-0.3,-3.4,3.7,1.3,5,56.8
102,백령도,12/6/2017,3.5,-0.9,6.6,5.5,6.3,66.1
102,백령도,12/7/2017,1,-1.4,3.7,0.1,3.4,54.5
102,백령도,12/8/2017,-1.5,-3.1,0.8,2,4.3,66.3
102,백령도,12/9/2017,2.9,-0.8,5.9,0,4.6,68
102,백령도,12/10/2017,3.3,-2,7.8,2.4,6.3,61.6
102,백령도,12/11/2017,-5.9,-7.4,-1.9,0.3,5.2,57
102,백령도,12/12/2017,-5.6,-7,-3.9,0.5,2.9,60
102,백령도,12/13/2017,-4.2,-5.6,-2.6,,2.4,60.8
102,백령도,12/14/2017,-2.3,-4.7,0.1,,1.8,61.3
102,백령도,12/15/2017,0.5,-1.6,3.3,1.3,3.2,76.5
102,백령도,12/16/2017,-3.9,-5.3,-1.6,1.5,4.6,55.8
102,백령도,12/17/2017,-3.5,-5.5,0.1,0.6,2.9,74
102,백령도,12/18/2017,3,-0.1,5.7,0.2,6.8,62.1
102,백령도,12/19/2017,-2.8,-3.8,1.6,0,4,51
102,백령도,12/20/2017,0.8,-2.2,4.3,0,4.1,71.5
102,백령도,12/21/2017,3.2,-0.5,6,,3.3,52.9
102,백령도,12/22/2017,6.6,3.9,8.4,,6.3,71.6
102,백령도,12/23/2017,4,2.4,7.1,,2.4,85.6
102,백령도,12/24/2017,2.2,-0.9,5.1,1.1,4.4,76.4
102,백령도,12/25/2017,-0.4,-2.5,2.6,0,4.8,51.6
102,백령도,12/26/2017,-2.9,-4.8,2.3,0,4.7,47.3
102,백령도,12/27/2017,-4,-5.5,-2,,2.3,54.5
102,백령도,12/28/2017,0,-2.9,3.3,0,4.7,81.3
102,백령도,12/29/2017,2.9,1.3,4.9,0,2.1,84.4
102,백령도,12/30/2017,1.9,0.6,3.7,0.7,2.2,80.8
102,백령도,12/31/2017,1.5,0.7,2.5,0,4.7,40.5
102,백령도,1/1/2018,2.2,0.4,5.4,,3.1,41.8
102,백령도,1/2/2018,-1.4,-2.8,2.7,,2.9,52.5
102,백령도,1/3/2018,-3.5,-4.4,-2.6,0,3.1,59
102,백령도,1/4/2018,-3.9,-4.5,-2.6,,2.5,64.6
102,백령도,1/5/2018,-1.1,-4.3,0.4,,3.6,59.4
102,백령도,1/6/2018,-0.8,-1.8,1.4,,2.6,56.5
102,백령도,1/7/2018,-0.4,-2.4,1.1,,2,54
102,백령도,1/8/2018,0.2,-3.8,2.2,1.5,6.1,74.1
102,백령도,1/9/2018,-3.1,-5.5,-1.2,1.5,7.3,64.5
102,백령도,1/10/2018,-7.2,-9.4,-3.6,0.2,5.6,68.4
102,백령도,1/11/2018,-9.9,-10.8,-9.1,0.5,4.7,66.6
102,백령도,1/12/2018,-6.5,-10.3,-3.6,0.4,3.6,70.4
102,백령도,1/13/2018,-1.5,-5.3,0.5,0,4.3,94.6
102,백령도,1/14/2018,4.5,-0.4,6.3,,7.5,81.3
102,백령도,1/15/2018,2.2,0.7,5.5,,2.6,70.9
102,백령도,1/16/2018,1.4,0.6,2.1,0.5,3.7,88.9
102,백령도,1/17/2018,3.3,1.1,6.6,,2.6,80.4
102,백령도,1/18/2018,0.7,-0.8,2.9,,1.5,62.8
102,백령도,1/19/2018,2.9,-0.4,5.8,,3.6,59.1
102,백령도,1/20/2018,1.6,-1.2,3.7,,2.5,65
102,백령도,1/21/2018,-1,-2.8,1.3,,2.8,36.4
102,백령도,1/22/2018,-3.6,-7.9,-0.1,2,3.9,72.9
102,백령도,1/23/2018,-10.8,-11.6,-7.9,0.8,4.2,66.3
102,백령도,1/24/2018,-11.5,-12.4,-10.8,0.3,3.3,68.6
102,백령도,1/25/2018,-11.6,-12.4,-10.9,0,3.9,62.3
102,백령도,1/26/2018,-11.5,-13.7,-8.4,0,3.6,69.5
102,백령도,1/27/2018,-6,-9.2,-3.7,,2.6,57
102,백령도,1/28/2018,-5,-6.5,-3.6,0,4.5,46.9
102,백령도,1/29/2018,-6.2,-9.5,-4.7,2.3,5.8,54.8
102,백령도,1/30/2018,-1.2,-6.2,1.8,0.5,5.3,59
102,백령도,1/31/2018,-3,-4.9,0.4,,2.7,51.5
102,백령도,2/1/2018,-2.5,-4.7,0.4,,1.8,55
102,백령도,2/2/2018,-1.8,-5.7,2.1,1.1,2.6,64.1
102,백령도,2/3/2018,-7.7,-8.9,-5.7,0,5.6,52.6
102,백령도,2/4/2018,-7.8,-9.5,-5.9,0,4.6,49.9
102,백령도,2/5/2018,-8,-8.6,-6,0,3.8,47.9
102,백령도,2/6/2018,-8.7,-9.8,-7.3,0,3.7,52
102,백령도,2/7/2018,-6.4,-9.1,-2.3,,2.1,59.6
102,백령도,2/8/2018,-3.5,-7.2,-0.4,,2.6,64.8
102,백령도,2/9/2018,0.5,-3.2,3.4,,5.3,77.9
102,백령도,2/10/2018,-2.7,-4.9,2.3,0,6.1,48.5
102,백령도,2/11/2018,-5,-7.5,-3.1,0.7,6.8,38.4
102,백령도,2/12/2018,-4.1,-5.9,-2.2,0,6.9,42.3
102,백령도,2/13/2018,1.9,-3.7,4.4,,8.3,51.1
102,백령도,2/14/2018,1.8,-1.4,5,,6,59
102,백령도,2/15/2018,-2.5,-4.1,-0.4,,2.2,39.5
102,백령도,2/16/2018,-0.7,-3.2,3.2,,3.2,52.4
102,백령도,2/17/2018,-3,-5,-0.2,,1.8,42
102,백령도,2/18/2018,-0.3,-3,1.8,,2.8,53
102,백령도,2/19/2018,0.2,-1.7,1.9,,2,87.6
102,백령도,2/20/2018,-0.4,-2.1,2.7,,2.6,47.5
102,백령도,2/21/2018,-0.6,-3.9,2,,3.3,40.6
102,백령도,2/22/2018,2.3,0.9,4,0,7.6,78.5
102,백령도,2/23/2018,2.2,0.2,6.7,,4,89.3
102,백령도,2/24/2018,-2.4,-3.8,0.3,,2.8,47.6
102,백령도,2/25/2018,-0.7,-3.6,1.8,,2.8,53.3
102,백령도,2/26/2018,2,-1.3,4.3,,3.5,70.5
102,백령도,2/27/2018,2.6,1.7,4.2,0,4.6,92.5
102,백령도,2/28/2018,3.5,2.2,5.4,0.8,6,86.5
102,백령도,3/1/2018,-1.9,-3.8,3.6,0,6.5,56.4
102,백령도,3/2/2018,-0.5,-5.1,2.8,,3.4,45.9
102,백령도,3/3/2018,3.8,0.5,6.9,,5.6,81.3
102,백령도,3/4/2018,3.9,1.6,6.8,19,4.9,96.5
102,백령도,3/5/2018,1.3,0.2,4.6,0.8,3.4,63
102,백령도,3/6/2018,0.3,-1,3.1,,2.5,54.8
102,백령도,3/7/2018,1.7,-1.4,5.4,,3,63.1
102,백령도,3/8/2018,-0.2,-1.1,1.2,,3.3,76.1
102,백령도,3/9/2018,0.5,-1.9,3.3,,2.6,61.8
102,백령도,3/10/2018,3.4,0.1,7.3,,4.6,71
102,백령도,3/11/2018,3.3,0.4,7.9,,2.8,64.6
102,백령도,3/12/2018,3.8,1.7,6.1,,4.8,94.9
102,백령도,3/13/2018,7.3,4.6,11.5,0,5.5,92.6
102,백령도,3/14/2018,9.1,4.9,12.9,0,6,96
102,백령도,3/15/2018,4.6,0,10,0,4.4,81.5
102,백령도,3/16/2018,1.5,-0.8,3.9,,2.3,59.1
102,백령도,3/17/2018,4.4,0.8,10.2,,2.9,74.8
102,백령도,3/18/2018,3.2,2.3,5.4,2.8,1.8,92.5
102,백령도,3/19/2018,5.7,1.8,9.7,0,2.3,71.1
102,백령도,3/20/2018,4.6,2,8.4,,5.4,50.5
102,백령도,3/21/2018,2.1,0.4,5.1,,3.5,49.6
102,백령도,3/22/2018,3.3,0.9,6.1,,4,75
102,백령도,3/23/2018,5.6,2.4,9.1,,4.3,70.1
102,백령도,3/24/2018,6,1.6,11.1,,3,85.1
102,백령도,3/25/2018,3.1,0.8,8.2,0,5.1,95.5
102,백령도,3/26/2018,3.5,2.5,5.4,0,5.6,96.6
102,백령도,3/27/2018,7.4,3.1,11.5,,7.1,90.9
102,백령도,3/28/2018,9.5,5.7,12.9,,7,87.8
102,백령도,3/29/2018,7.9,4.5,12.7,,3.2,67.1
102,백령도,3/30/2018,10.6,6.2,16.6,,3.3,44.1
102,백령도,3/31/2018,8.4,6.4,9.9,,6.1,95.5
102,백령도,4/1/2018,8.6,6.9,12.5,,4.3,95.4
102,백령도,4/2/2018,9.1,6.9,12.2,,5.6,96.8
102,백령도,4/3/2018,7.3,3.9,10.3,9.3,3.3,95.5
102,백령도,4/4/2018,5.4,2.2,8.3,0,3.2,71.1
102,백령도,4/5/2018,5.8,3.6,8.6,4.2,3.3,85.4
102,백령도,4/6/2018,3.7,1.7,6.4,0,8.5,71.5
102,백령도,4/7/2018,3.7,2.7,5.9,,8.7,47.8
102,백령도,4/8/2018,3.6,2,5.6,0,5.4,73.8
102,백령도,4/9/2018,6.1,2.3,9.8,,4,62.4
102,백령도,4/10/2018,8.7,6.4,10.6,,8,85.8
102,백령도,4/11/2018,9.7,5.1,14.7,,6.1,54.6
102,백령도,4/12/2018,10.5,7,15.2,,4.3,40.3
102,백령도,4/13/2018,12.5,7.4,15.5,,3.7,20.3
102,백령도,4/14/2018,6,4.9,10.9,3.4,3.5,86.3
102,백령도,4/15/2018,6.7,4.9,8.6,,6.1,70.9
102,백령도,4/16/2018,11,5.2,15.7,,2.9,30.1
102,백령도,4/17/2018,9.8,7.1,13.8,,4.4,43.8
102,백령도,4/18/2018,9.7,6.4,13.9,,4.3,62.1
102,백령도,4/19/2018,11,8.4,16.2,,4.7,69.8
102,백령도,4/20/2018,12.2,6.9,18.5,,4.8,60.8
102,백령도,4/21/2018,12.3,9.3,16.1,,4.9,71.8
102,백령도,4/22/2018,12,9.7,14.9,51.7,8.6,95
102,백령도,4/23/2018,8.9,7.3,9.9,20.9,8.4,96.6
102,백령도,4/24/2018,10,7.2,13.3,,2.5,75.9
102,백령도,4/25/2018,14.3,9.9,17.7,,3,52
102,백령도,4/26/2018,12.7,9.8,17,,5.7,62.8
102,백령도,4/27/2018,11.5,8.8,15.2,,3.2,63.1
102,백령도,4/28/2018,12.7,9.3,16.3,,6.3,55.3
102,백령도,4/29/2018,11.8,8.3,16.6,,5.6,76.8
102,백령도,4/30/2018,12.2,8.2,15.2,,4.7,96.6
102,백령도,5/1/2018,12.8,10.4,17.1,0,2.6,98.1
102,백령도,5/2/2018,9.7,8,13.8,0.2,6.2,88.4
102,백령도,5/3/2018,10,8.7,11.6,,7.7,70.1
102,백령도,5/4/2018,13.9,8.8,19.7,,10.1,50.4
102,백령도,5/5/2018,12.7,10.6,15.9,0.2,6.5,80.1
102,백령도,5/6/2018,12.6,9.7,18.6,8.9,3.8,93.1
102,백령도,5/7/2018,13.7,10.2,19.7,,3.7,67.4
102,백령도,5/8/2018,13.8,9.5,19.5,,2.9,68
102,백령도,5/9/2018,12.6,9.3,16.8,,3.4,68
102,백령도,5/10/2018,10,7.9,14,0,2.9,96.3
102,백령도,5/11/2018,9.6,8.6,11.3,0,3.6,96.6
102,백령도,5/12/2018,10,8.9,12.8,0.6,2.9,96
102,백령도,5/13/2018,11,8.2,16.9,0,2.4,91.9
102,백령도,5/14/2018,11.3,9.7,13.4,0,6.1,93
102,백령도,5/15/2018,14.5,12,17.2,1.8,6.4,90.3
102,백령도,5/16/2018,14.6,12.7,17.5,12.7,5.3,100
102,백령도,5/17/2018,13.6,11.2,17,21.9,4.2,100
102,백령도,5/18/2018,12.5,9.7,15.6,,2.8,99
102,백령도,5/19/2018,14.9,10.3,20.1,,2.7,69.5
102,백령도,5/20/2018,15.6,12.3,20.4,,3.2,56.3
102,백령도,5/21/2018,13.6,10,17.4,,3.9,64.5
102,백령도,5/22/2018,12.1,9.6,14.2,16.2,2.4,95.3
102,백령도,5/23/2018,12.8,8.5,17.5,,4.5,82.4
102,백령도,5/24/2018,16.2,11.1,20.4,,4.5,76.1
102,백령도,5/25/2018,14.3,10.6,17.8,,3.5,82.4
102,백령도,5/26/2018,17,11,21.8,,2.7,51.5
102,백령도,5/27/2018,15.5,12.4,20.4,,2.6,78.5
102,백령도,5/28/2018,15.3,12.7,18.9,,3.6,93.8
102,백령도,5/29/2018,14.6,12.9,16.8,0,2.3,99.1
102,백령도,5/30/2018,14.3,10.4,18.1,0,2.6,92.8
102,백령도,5/31/2018,15.3,11.3,19.4,,4.2,83.1
102,백령도,6/1/2018,19.9,14.1,24.6,,3.1,53.9
102,백령도,6/2/2018,18.2,13.3,25.1,,1.6,72.1
102,백령도,6/3/2018,18.7,13.1,24,,2,69.5
102,백령도,6/4/2018,16.8,14.3,20.3,,2.6,87.9
102,백령도,6/5/2018,17.6,14.4,21.3,,3.8,89.4
102,백령도,6/6/2018,17.7,15.9,19.9,,3.7,92.6
102,백령도,6/7/2018,17.5,15.8,19.7,,2.1,91.6
102,백령도,6/8/2018,16.1,12.4,21.7,0,2.7,95.6
102,백령도,6/9/2018,16.3,11.9,22.3,0.8,2.1,90.4
102,백령도,6/10/2018,17.7,15,21.4,3.4,3.2,87.5
102,백령도,6/11/2018,16.9,15,20.5,0.4,2.2,91.3
102,백령도,6/12/2018,17.5,13.1,22.6,,1.7,86.4
102,백령도,6/13/2018,16.5,14.6,18.9,5.6,3.7,97.9
102,백령도,6/14/2018,17,15.3,18.6,9.3,5.3,96.9
102,백령도,6/15/2018,18.1,15.7,21.9,2.9,2.6,86.8
102,백령도,6/16/2018,17.8,15.3,21,,2.9,79.5
102,백령도,6/17/2018,17.5,15,20.9,,1.6,92.1
102,백령도,6/18/2018,18.9,13.8,23.6,,1.8,85.5
102,백령도,6/19/2018,18.6,15.5,21.3,,1.7,95
102,백령도,6/20/2018,18.8,16.2,22.5,,2.8,93.3
102,백령도,6/21/2018,19.4,15.5,27.8,,1.7,84.3
102,백령도,6/22/2018,17.4,14.6,19.6,,3.7,95.5
102,백령도,6/23/2018,20.3,15.8,26,,2.3,87
102,백령도,6/24/2018,21.4,14.3,25.1,,2.2,83.1
102,백령도,6/25/2018,19.8,16.9,24.7,0,3.1,87.4
102,백령도,6/26/2018,18.6,16.4,22.5,74.3,6.3,99.3
102,백령도,6/27/2018,18.7,17.1,20.8,0,4.3,98.5
102,백령도,6/28/2018,19.9,17.1,23.7,5.2,2.9,98
